No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|Year
2|17/12/2021|Vente|446400,00|3.0|RUE|0727|DE COURCY|13100.0|AIX EN PROVENCE|13|1||BW|3|1.0|1|3.0|Dépendance|0.0|0.0|2021
2|17/12/2021|Vente|446400,00|3.0|RUE|0727|DE COURCY|13100.0|AIX EN PROVENCE|13|1||BW|3|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|158000,00|31.0|RUE|0710|DES CORDELIERS|13100.0|AIX EN PROVENCE|13|1||AB|375|22.0|1|2.0|Appartement|24.0|1.0|2021
1|27/12/2021|Vente|212800,00|9002.0|CHE|1127|DU FOUR|13100.0|AIX EN PROVENCE|13|1||BC|68|473.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/12/2021|Vente|212800,00|9002.0|CHE|1127|DU FOUR|13100.0|AIX EN PROVENCE|13|1||BC|68|482.0|1|2.0|Appartement|56.0|3.0|2021
1|27/12/2021|Vente|212800,00|9002.0|CHE|1127|DU FOUR|13100.0|AIX EN PROVENCE|13|1||BC|68|482.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|57000,00|1.0||B026|PALETTE|13100.0|LE THOLONET|13|109||A|2125|1.0|1|4.0|Local industriel. commercial ou assimilé|29.0|0.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|10.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|12.0|2|2.0|Appartement|42.0|2.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|11.0|2|4.0|Local industriel. commercial ou assimilé|72.0|0.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|8.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|12.0|2|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|2100000,00|4.0|RUE|1240|DE LA GLACIERE|13100.0|AIX EN PROVENCE|13|1||AC|173|9.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|2100000,00|9.0|RUE|1880|MEJANES|13100.0|AIX EN PROVENCE|13|1||AC|175|11.0|5|4.0|Local industriel. commercial ou assimilé|80.0|0.0|2021
1|20/12/2021|Vente|2100000,00|9.0|RUE|1880|MEJANES|13100.0|AIX EN PROVENCE|13|1||AC|176|1.0|3|4.0|Local industriel. commercial ou assimilé|60.0|0.0|2021
1|17/12/2021|Vente|48000,00|1.0|RUE|0387|DU BRAS D'OR|13100.0|AIX EN PROVENCE|13|1||AN|80|10.0|1|3.0|Dépendance|0.0|0.0|2021
1|30/12/2021|Vente|260000,00|140.0|RUE|2005|DES MONGES|13100.0|AIX EN PROVENCE|13|1||KC|246|88.0|1|3.0|Dépendance|0.0|0.0|2021
1|30/12/2021|Vente|260000,00|140.0|RUE|2005|DES MONGES|13100.0|AIX EN PROVENCE|13|1||KC|246|56.0|1|2.0|Appartement|72.0|3.0|2021
1|22/12/2021|Vente|1500,00|9001.0|RES|A561|LE MAS AUX OISEAUX|13100.0|AIX EN PROVENCE|13|1||BN|143|1281.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|232800,00|269.0|ART|0052|ANCIENNE RTE DES ALPES|13100.0|AIX EN PROVENCE|13|1||DB|210|5.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|232800,00|269.0|ART|0052|ANCIENNE RTE DES ALPES|13100.0|AIX EN PROVENCE|13|1||DB|210|39.0|1|2.0|Appartement|46.0|2.0|2021
1|17/12/2021|Vente|163000,00|9001.0|RES|A265|LES TOURELLES|13100.0|AIX EN PROVENCE|13|1||BP|58|42.0|2|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|163000,00|9001.0|RES|A265|LES TOURELLES|13100.0|AIX EN PROVENCE|13|1||BP|58|42.0|2|2.0|Appartement|66.0|4.0|2021
1|28/12/2021|Vente|315000,00|34.0|RUE|2230|PAVILLON|13100.0|AIX EN PROVENCE|13|1||AH|39|10.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/12/2021|Vente|315000,00|34.0|RUE|2230|PAVILLON|13100.0|AIX EN PROVENCE|13|1||AH|39|10.0|1|2.0|Appartement|99.0|4.0|2021
1|28/12/2021|Vente|315000,00|34.0|RUE|2230|PAVILLON|13100.0|AIX EN PROVENCE|13|1||AH|39|10.0|1|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|50000,00|9001.0|ALL|0667|DES CIGALES|13100.0|AIX EN PROVENCE|13|1||BM|134|52.0|1|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|50000,00|9001.0|ALL|0667|DES CIGALES|13100.0|AIX EN PROVENCE|13|1||BM|134|63.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|130000,00|9001.0|RES|A305|LE MONACO|13100.0|AIX EN PROVENCE|13|1||BW|120|321.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|130000,00|9001.0|RES|A305|LE MONACO|13100.0|AIX EN PROVENCE|13|1||BW|120|259.0|1|2.0|Appartement|28.0|1.0|2021
1|13/12/2021|Vente|3802140,00|1.0||B017|LE GRAND COTE NORD|13100.0|LE THOLONET|13|109||B|312||0|3.0|Dépendance|0.0|0.0|2021
1|13/12/2021|Vente|3802140,00|1.0||B017|LE GRAND COTE NORD|13100.0|LE THOLONET|13|109||B|312||0|1.0|Maison|284.0|5.0|2021
1|13/12/2021|Vente|3802140,00|1.0||B017|LE GRAND COTE NORD|13100.0|LE THOLONET|13|109||B|312||0|1.0|Maison|284.0|5.0|2021
1|13/12/2021|Vente|3802140,00|1.0||B017|LE GRAND COTE NORD|13100.0|LE THOLONET|13|109||B|312||0|3.0|Dépendance|0.0|0.0|2021
1|13/12/2021|Vente|3802140,00|||B017|LE GRAND COTE NORD|13100.0|LE THOLONET|13|109||B|979||0|||||2021
1|17/12/2021|Vente|520500,00|9001.0|RES|A187|LE PARC MOZART|13100.0|AIX EN PROVENCE|13|1||CV|111|1545.0|2|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|520500,00|9001.0|RES|A187|LE PARC MOZART|13100.0|AIX EN PROVENCE|13|1||CV|111|1621.0|1|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|520500,00|9001.0|RES|A187|LE PARC MOZART|13100.0|AIX EN PROVENCE|13|1||CV|111|1545.0|2|2.0|Appartement|101.0|4.0|2021
1|22/12/2021|Vente|48500,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|28.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/12/2021|Vente|180000,00|9001.0|RES|A437|LES JARDINS D ARCADIE|13100.0|AIX EN PROVENCE|13|1||BN|102|52.0|1|2.0|Appartement|60.0|2.0|2021
1|21/12/2021|Vente|180000,00|9001.0|RES|A437|LES JARDINS D ARCADIE|13100.0|AIX EN PROVENCE|13|1||BN|102|139.0|1|3.0|Dépendance|0.0|0.0|2021
2|20/12/2021|Vente|300000,00|55.0|CRS|2790|SAINT LOUIS|13100.0|AIX EN PROVENCE|13|1||AD|124||0|||||2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|16.0|1.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|86.0|4.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|26.0|1.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|33.0|1.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
2|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|66.0|3.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|26.0|1.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|16.0|1.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|33.0|1.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|86.0|4.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|2.0|Appartement|66.0|3.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
3|21/12/2021|Vente|3400000,00|8.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|203||0|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|397970,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|171.0|2|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|397970,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|171.0|2|2.0|Appartement|74.0|4.0|2021
1|20/12/2021|Vente|397970,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|1547.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|397970,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|171.0|2|3.0|Dépendance|0.0|0.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|1.0|Maison|168.0|8.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|3.0|Dépendance|0.0|0.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|2.0|Appartement|42.0|2.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|2.0|Appartement|51.0|3.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|2.0|Appartement|35.0|1.0|2021
1|21/12/2021|Vente|3200000,00|10.0|BD|2430|DES POILUS|13100.0|AIX EN PROVENCE|13|1||BL|205||0|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|219000,00|373.0|AV|0276|JEAN PAUL COSTE|13100.0|AIX EN PROVENCE|13|1||BS|5|416.0|1|3.0|Dépendance|0.0|0.0|2021
1|17/12/2021|Vente|219000,00|373.0|AV|0276|JEAN PAUL COSTE|13100.0|AIX EN PROVENCE|13|1||BS|5|416.0|1|2.0|Appartement|74.0|4.0|2021
1|20/12/2021|Vente|157370,00|11.0|RUE|2200|PAUL BERT|13100.0|AIX EN PROVENCE|13|1||AC|278|10.0|1|2.0|Appartement|28.0|1.0|2021
1|20/12/2021|Vente|80000,00|9001.0|RES|A302|LES ASPHODELES|13100.0|AIX EN PROVENCE|13|1||BP|145|241.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|80000,00|9001.0|RES|A302|LES ASPHODELES|13100.0|AIX EN PROVENCE|13|1||BP|145|154.0|2|2.0|Appartement|25.0|1.0|2021
1|20/12/2021|Vente|80000,00|9001.0|RES|A302|LES ASPHODELES|13100.0|AIX EN PROVENCE|13|1||BP|145|154.0|2|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|464400,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|103.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|464400,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|190.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|464400,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|126.0|3|2.0|Appartement|101.0|5.0|2021
1|29/12/2021|Vente|464400,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|126.0|3|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|464400,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|126.0|3|3.0|Dépendance|0.0|0.0|2021
1|21/12/2021|Vente en l'état futur d'achèvement|30000,00|||B386|RAVANASSE|13100.0|AIX EN PROVENCE|13|1||LY|577|52.0|1|||||2021
1|17/12/2021|Vente|100000,00||CHE|0103|DES INFIRMERIES|13100.0|AIX EN PROVENCE|13|1||BR|49||0|||||2021
1|29/12/2021|Vente|248000,00|20.0|RUE|1210|GASTON DE SAPORTA|13100.0|AIX EN PROVENCE|13|1||AT|217|28.0|1|2.0|Appartement|45.0|2.0|2021
1|29/12/2021|Vente|530900,00|14.0|RUE|2570|DU RICM|13100.0|AIX EN PROVENCE|13|1||BH|106|25.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|530900,00|14.0|RUE|2570|DU RICM|13100.0|AIX EN PROVENCE|13|1||BH|106|12.0|2|2.0|Appartement|104.0|5.0|2021
1|29/12/2021|Vente|530900,00|14.0|RUE|2570|DU RICM|13100.0|AIX EN PROVENCE|13|1||BH|106|12.0|2|3.0|Dépendance|0.0|0.0|2021
1|21/12/2021|Vente|145000,00|25.0|RUE|1760|MARECHAL JOFFRE|13100.0|AIX EN PROVENCE|13|1||AH|192|15.0|1|2.0|Appartement|39.0|1.0|2021
1|29/12/2021|Vente|187500,00|9.0|RUE|0860|DUPERRIER|13100.0|AIX EN PROVENCE|13|1||AP|62|11.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|187500,00|9.0|RUE|0860|DUPERRIER|13100.0|AIX EN PROVENCE|13|1||AP|62|11.0|1|2.0|Appartement|40.0|2.0|2021
1|21/12/2021|Vente|175465,00|259.0|AV|0276|JEAN PAUL COSTE|13100.0|AIX EN PROVENCE|13|1||BS|5|708.0|1|2.0|Appartement|34.0|2.0|2021
2|22/12/2021|Vente|385000,00|||B344|LA PLAINE|13100.0|AIX EN PROVENCE|13|1||KH|101||0|||||2021
2|22/12/2021|Vente|385000,00|||B344|LA PLAINE|13100.0|AIX EN PROVENCE|13|1||KH|198||0|||||2021
1|20/12/2021|Vente|103850,00|9.0|RUE|1640|LOUBON|13100.0|AIX EN PROVENCE|13|1||AC|294|105.0|1|2.0|Appartement|20.0|1.0|2021
1|16/12/2021|Vente|279500,00|9001.0|RES|A016|LE BEL ORMEAU|13100.0|AIX EN PROVENCE|13|1||BS|5|653.0|1|3.0|Dépendance|0.0|0.0|2021
1|16/12/2021|Vente|279500,00|9001.0|RES|A016|LE BEL ORMEAU|13100.0|AIX EN PROVENCE|13|1||BS|5|653.0|1|2.0|Appartement|74.0|4.0|2021
1|23/12/2021|Vente|523540,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|10.0|3|3.0|Dépendance|0.0|0.0|2021
1|23/12/2021|Vente|523540,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|10.0|3|2.0|Appartement|75.0|3.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|13.0|3|2.0|Appartement|18.0|1.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|11.0|2|2.0|Appartement|72.0|3.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|21.0|2|2.0|Appartement|69.0|3.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|20.0|2|2.0|Appartement|62.0|3.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|12.0|1|3.0|Dépendance|0.0|0.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|14.0|1|2.0|Appartement|6.0|1.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|21.0|2|3.0|Dépendance|0.0|0.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|13.0|3|3.0|Dépendance|0.0|0.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|11.0|2|3.0|Dépendance|0.0|0.0|2021
2|23/12/2021|Vente|2030000,00|6.0|RUE|2560|DU QUATRE SEPTEMBRE|13100.0|AIX EN PROVENCE|13|1||AK|26|20.0|2|3.0|Dépendance|0.0|0.0|2021
1|28/12/2021|Vente|40000,00|9001.0|RES|A184|PARC BEAUREGARD|13100.0|AIX EN PROVENCE|13|1||BD|2|623.0|1|2.0|Appartement|23.0|1.0|2021
1|23/12/2021|Vente|168000,00|47.0|RUE|0710|DES CORDELIERS|13100.0|AIX EN PROVENCE|13|1||AB|363|3.0|1|2.0|Appartement|37.0|2.0|2021
1|23/12/2021|Vente|10000,00|45.0|RTE|7370|DE SISTERON|13100.0|AIX EN PROVENCE|13|1||AX|111|12.0|1|4.0|Local industriel. commercial ou assimilé|9.0|0.0|2021
1|22/12/2021|Vente|740000,00|||B004|LE BOUQUET|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AM|208||0|||||2021
1|22/12/2021|Vente|740000,00|5050.0||B004|LE BOUQUET|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AM|210||0|1.0|Maison|163.0|6.0|2021
1|22/12/2021|Vente|740000,00|5050.0||B004|LE BOUQUET|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AM|210||0|1.0|Maison|163.0|6.0|2021
1|22/12/2021|Vente|740000,00|5050.0||B004|LE BOUQUET|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AM|210||0|1.0|Maison|163.0|6.0|2021
1|22/12/2021|Vente|740000,00|5050.0||B004|LE BOUQUET|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AM|210||0|1.0|Maison|163.0|6.0|2021
1|21/12/2021|Vente|235400,00|2.0|RUE|2200|PAUL BERT|13100.0|AIX EN PROVENCE|13|1||AT|190|12.0|1|2.0|Appartement|75.0|4.0|2021
1|22/12/2021|Vente|15000,00|31.0|RUE|3060|VENEL|13100.0|AIX EN PROVENCE|13|1||AS|108|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|23/12/2021|Vente|850000,00|15.0|RUE|2130|DE L OPERA|13100.0|AIX EN PROVENCE|13|1||AE|195|15.0|7|2.0|Appartement|105.0|4.0|2021
1|23/12/2021|Vente|850000,00|15.0|RUE|2130|DE L OPERA|13100.0|AIX EN PROVENCE|13|1||AE|195|15.0|7|3.0|Dépendance|0.0|0.0|2021
1|23/12/2021|Vente|850000,00|33.0|RUE|1760|MARECHAL JOFFRE|13100.0|AIX EN PROVENCE|13|1||AH|181|24.0|1|3.0|Dépendance|0.0|0.0|2021
1|22/12/2021|Vente|100000,00|28.0|CRS|1960|DES MINIMES|13100.0|AIX EN PROVENCE|13|1||AO|7|4.0|1|2.0|Appartement|30.0|1.0|2021
1|22/12/2021|Vente|100000,00|28.0|CRS|1960|DES MINIMES|13100.0|AIX EN PROVENCE|13|1||AO|7|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|366000,00|6.0|CHE|3012|TROIS MOULINS|13100.0|AIX EN PROVENCE|13|1||AY|3|2.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|366000,00|6.0|CHE|3012|TROIS MOULINS|13100.0|AIX EN PROVENCE|13|1||AY|3|2.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/12/2021|Vente|366000,00|6.0|CHE|3012|TROIS MOULINS|13100.0|AIX EN PROVENCE|13|1||AY|3|2.0|1|2.0|Appartement|52.0|3.0|2021
1|30/12/2021|Vente|85000,00|34.0|RUE|0430|BRUEYS|13100.0|AIX EN PROVENCE|13|1||AM|45|4.0|1|2.0|Appartement|15.0|1.0|2021
1|27/12/2021|Vente en l'état futur d'achèvement|632000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|48.0|1|||||2021
1|27/12/2021|Vente en l'état futur d'achèvement|632000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|49.0|1|||||2021
1|27/12/2021|Vente en l'état futur d'achèvement|632000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|150.0|1|||||2021
1|27/12/2021|Vente en l'état futur d'achèvement|317000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|143.0|1|||||2021
1|27/12/2021|Vente en l'état futur d'achèvement|317000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|27.0|1|||||2021
1|22/12/2021|Vente|138880,00|27.0|RUE|1010|FELIBRE GAUT|13100.0|AIX EN PROVENCE|13|1||AB|32|8.0|1|2.0|Appartement|24.0|1.0|2021
1|23/12/2021|Vente en l'état futur d'achèvement|575000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|112.0|1|||||2021
1|23/12/2021|Vente en l'état futur d'achèvement|575000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|111.0|1|||||2021
1|23/12/2021|Vente en l'état futur d'achèvement|575000,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106|191.0|1|||||2021
1|20/12/2021|Vente|170000,00|9001.0|RES|A301|BEAUMANOIR 1|13100.0|AIX EN PROVENCE|13|1||BP|101|21.0|2|2.0|Appartement|84.0|4.0|2021
1|20/12/2021|Vente|170000,00|9001.0|RES|A301|BEAUMANOIR 1|13100.0|AIX EN PROVENCE|13|1||BP|101|21.0|2|3.0|Dépendance|0.0|0.0|2021
1|20/12/2021|Vente|170000,00|9001.0|RES|A301|BEAUMANOIR 1|13100.0|AIX EN PROVENCE|13|1||BP|101|185.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/12/2021|Vente|130800,00|11.0|RUE|2540|DU PUITS NEUF|13100.0|AIX EN PROVENCE|13|1||AT|92|2.0|1|2.0|Appartement|21.0|2.0|2021
1|22/12/2021|Vente|500000,00|3505.0||B015|LES FAVORIS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AP|346||0|1.0|Maison|118.0|3.0|2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|4||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|4||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|5||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|5||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|5||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|5||0|||||2021
